team,division,season,ncaa_id,height,major,jersey,name,url,position,class,hometown,high_school
Bethany (WV),III,2024,588449,,,,,,D,Fr.,"Troutville, Va.",Lord Botetourt
Bethany (WV),III,2024,588449,,,,,,M,Jr.,"Buenos Aires, Argentina",Colegio Ward
Bethany (WV),III,2024,588449,,,,,,F,Fr.,"Annandale, VA",Annandale HS
Bethany (WV),III,2024,588449,,,,,,D,Jr.,"Buenos Aires, Argentina",Farmingdale College
Bethany (WV),III,2024,588449,,,,,,GK,Sr.,"Cagliari, Italy",Liceo Euclide
Bethany (WV),III,2024,588449,,,,,,M,Jr.,"Buenos Aires, Argentina",Colegio Ward
Bethany (WV),III,2024,588449,,,,,,GK,Sr.,"Liceo Franco, Argentina",Instituto Propuesta Actual
Bethany (WV),III,2024,588449,,,,,,D,Fr.,"Cape Coral, Fla.",Mariner
Bethany (WV),III,2024,588449,,,,,,M,Jr.,"All Saints, Antigua",Otto's Comprehensive School
Bethany (WV),III,2024,588449,,,,,,F,Fr.,"New Orleans, La.",Kenner Health Sciences Academy
Bethany (WV),III,2024,588449,,,,,,F,Fr.,"The Woodlands, Tex.",College Park
Bethany (WV),III,2024,588449,,,,,,M,Jr.,"Anzio, Italy","Innocenzo XII, Azio"
Bethany (WV),III,2024,588449,,,,,,M,Fr,"Merida, Mexico",Prepa Anahuac Campus Merida
Bethany (WV),III,2024,588449,,,,,,D,So,"Dakar, Senegal",Jean Mermoz de Dakar
Bethany (WV),III,2024,588449,,,,,,F,So.,"Oakton, VA",Oakton HS
Bethany (WV),III,2024,588449,,,,,,M,Fr.,"Ringgold, VA",Dan River HS
Bethany (WV),III,2024,588449,,,,,,F,Fr,"Hagerstown, MD",South Hagerstown
Blackburn,III,2024,588451,,,,,,Goalkeeper,Freshman,"Brier, Washington",Juanita
Blackburn,III,2024,588451,,,,,,Goalkeeper,Senior,"Roxana, Illinois",Roxana
Blackburn,III,2024,588451,,,,,,Defender,Freshman,"Springfield, Illinois",Springfield
Blackburn,III,2024,588451,,,,,,Defender,Freshman,"Magnolia, Texas",Magnolia West
Blackburn,III,2024,588451,,,,,,Defender,Freshman,"Racine, Wisconsin",Shoreland Lutheran
Blackburn,III,2024,588451,,,,,,Defender,Freshman,"Carlinville, Illinois",Carlinville
Blackburn,III,2024,588451,,,,,,Defender,Freshman,"Lehigh Acres, Florida",Lehigh
Blackburn,III,2024,588451,,,,,,Midfielder,Sophomore,"Shiloh, Illinois",Mater Dei Catholic
Blackburn,III,2024,588451,,,,,,Midfielder,Sophomore,"St. Louis, Missouri",Mehlville
Blackburn,III,2024,588451,,,,,,Defense,Freshman,"Chatham, Il",Glenwood
Blackburn,III,2024,588451,,,,,,Forward,Sophomore,"Carlyle, Illinois",Carlyle
Blackburn,III,2024,588451,,,,,,Midfielder,Freshman,"Waterloo, Illinois",Waterloo
Blackburn,III,2024,588451,,,,,,Forward,Freshman,"Kewanee, Illinois",Kewanee
Blackburn,III,2024,588451,,,,,,Midfielder,Sophomore,"Breese, Illinois",Mater Dei Catholic
Blackburn,III,2024,588451,,,,,,Forward,Freshman,"Houston, Texas",Harmony School of Ingenuity
Blackburn,III,2024,588451,,,,,,,Freshman,,
Blackburn,III,2024,588451,,,,,,Midfielder,Freshman,"Houston, Texas",Cypress Lakes
Blackburn,III,2024,588451,,,,,,Midfielder,Sophomore,"Ellicott City, Maryland",Howard
Blackburn,III,2024,588451,,,,,,Defender,Junior,"Aurora, Illinois",East Aurora
Blackburn,III,2024,588451,,,,,,Forward,Junior,"Chatham, Il",Glenwood
Blackburn,III,2024,588451,,,,,,Midfielder,Freshman,"Racine, Wisconsin",Case
Blackburn,III,2024,588451,,,,,,Midfielder,Freshman,"Houston, Texas",Cypress Lakes High School
Blackburn,III,2024,588451,,,,,,Defense,Junior,"Riverton, Illinois",Riverton
Blackburn,III,2024,588451,,,,,,Defender,Freshman,"Springfield, Illinois",Springfield
Blackburn,III,2024,588451,,,,,,Defender,Freshman,"Las Vegas, Nevada",Cristo Rey St. Viator
Blackburn,III,2024,588451,,,,,,Midfield,Sophomore,"Belleville, Illinois",Homeschooled
Blackburn,III,2024,588451,,,,,,Midfielder,Freshman,"Glen Burnie, Maryland",Annapolis Area Christian School
Blackburn,III,2024,588451,,,,,,Midfielder,Junior,"Belleville, Illinois",Belleville West
Blackburn,III,2024,588451,,,,,,Midfielder,Freshman,"Houston, Texas",James Madison
Blackburn,III,2024,588451,,,,,,Goalkeeper,Freshman,"Phoenix, Arizona",Canyon View
Blackburn,III,2024,588451,,,,,,Goalkeeper,Freshman,"Cicero, Illinois",Cristo Rey Jesuit
Blackburn,III,2024,588451,,,,,,Midfielder,Senior,"Edwardsville, Illinois",Edwardsville
Blackburn,III,2024,588451,,,,,,Midfielder,Freshman,"Houston, Texas",Cypress Lakes
Blackburn,III,2024,588451,,,,,,Student Manager,,"Rochester, Illinois",Rochester HS
Bluffton,III,2024,588366,,,00,Sean Smith,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/smith_sean_fow2,Goalkeeper,Fr,"Wixom, Mich.",Walled Lake Western
Bluffton,III,2024,588366,,,0,Gabriel Rivera,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/rivera_gabriel_fs5d,Goalkeeper,Sr,"Fort Wayne, IN",Bishop Luers
Bluffton,III,2024,588366,,,1,Angel Velasco-Urbina,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/velasco-urbina_angel_k05b,Goalkeeper,Sr,"Lexington, Ky.",Henry Clay
Bluffton,III,2024,588366,,,2,Mathias Garcia,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/garcia_mathias_pemk,Forward,So,"Fort Wayne, Ind.",New Haven
Bluffton,III,2024,588366,,,3,Christian Smits,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/smits_christian_a4sv,Midfield,Fr,"Trufant, Mich.",Big Rapids
Bluffton,III,2024,588366,,,4,Devin Homan,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/homan_devin_fiy4,Defender,Fr,"Dayton, Ohio",Stebbins
Bluffton,III,2024,588366,,,5,Collin Scheid,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/scheid_collin_em5x,Defender,So,"Lima, Ohio",Shawnee
Bluffton,III,2024,588366,,,6,Brenen Wilson,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/wilson_brenen_6uqu,Midfield,Fr,"Dayton, Ohio",Stebbins
Bluffton,III,2024,588366,,,7,Andrew Ireland,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/ireland_andrew_ryw4,Midfield,Sr,"Coshocton, Ohio",River View
Bluffton,III,2024,588366,,,8,JJ Meyer,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/meyer_jj_clw9,Midfield,Sr,"Cincinnati, Ohio",Oak Hills
Bluffton,III,2024,588366,,,9,Benjamin Davidson,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/davidson_benjamin_s37t,Midfield,Sr,"Greenville, Ohio",Greenville
Bluffton,III,2024,588366,,,10,Jackson Clark,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/clark_jackson_jyd5,Midfield,Sr,"Mount Blanchard, Ohio",Riverdale
Bluffton,III,2024,588366,,,11,Brycen Boyle,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/boyle_brycen_j4lx,Midfield,Sr,"Middletown, Ohio",Middletown
Bluffton,III,2024,588366,,,13,Joshua Webster,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/webster_joshua_wnpt,Midfield,Sr,"Sidney, Ohio",Sidney
Bluffton,III,2024,588366,,,17,Aidan Smith,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/smith_aidan_zfy8,Midfield,Sr,"Springfield, Ohio",Kenton Ridge
Bluffton,III,2024,588366,,,18,Luke Banschbach,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/banschbach_luke_dzde,Midfield,So,"Cincinnati, Ohio",Oak Hills
Bluffton,III,2024,588366,,,19,Quinn Taylor,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/taylor_quinn_sy13,Forward,Fr,"Findlay, Ohio",Liberty-Benton
Bluffton,III,2024,588366,,,22,Briant Eyrich,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/eyrich_briant_inm1,Midfield,Fr,"Xenia, Ohio",Xenia
Bluffton,III,2024,588366,,,23,Matthew Dennis,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/dennis_matthew_hbaj,Midfield,Sr,"Suffolk, VA",Nansemond-Suffolk Academy
Bluffton,III,2024,588366,,,27,Andrew Phillips,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/phillips_andrew_s4g1,Defender,Jr,"Westfield, IN",Westfield
Bluffton,III,2024,588366,,,28,Marcelo Ortiz,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/ortiz_marcelo_54tp,Midfield,Fr,"Leon, Mexico",
Bluffton,III,2024,588366,,,29,Leonardo Campos,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/campos_leonardo_81pf,Midfield,Jr,"Santiago, Chile",Campbellsville University
Bluffton,III,2024,588366,,,31,Alex Brown,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/brown_alex_x3a9,Midfield,Jr,"Delaware, Ohio",Buckeye Valley
Bluffton,III,2024,588366,,,99,Zach Johnson,https://www.blufftonbeavers.com/sports/msoc/2024-25/bios/johnson_zach_ck4d,Goalkeeper,So,"Middletown, Ohio",Middletown
Bridgeport,II,2024,588006,,,,,,GK,Gr.,,
Bridgeport,II,2024,588006,,,,,,GK,Gr.,,
Bridgeport,II,2024,588006,,,,,,D,Jr.,,
Bridgeport,II,2024,588006,,,,,,D,Gr.,,
Bridgeport,II,2024,588006,,,,,,M,Sr.,,
Bridgeport,II,2024,588006,,,,,,D,Sr.,,
Bridgeport,II,2024,588006,,,,,,D,Grad.,,
Bridgeport,II,2024,588006,,,,,,M/F,So.,,
Bridgeport,II,2024,588006,,,,,,M,Sr.,,
Bridgeport,II,2024,588006,,,,,,F,Sr.,,
Bridgeport,II,2024,588006,,,,,,M,Sr.,,
Bridgeport,II,2024,588006,,,,,,M/F,Gr.,,
Bridgeport,II,2024,588006,,,,,,GK,So.,,
Bridgeport,II,2024,588006,,,,,,M,Gr.,,
Bridgeport,II,2024,588006,,,,,,D,Gr.,,
Bridgeport,II,2024,588006,,,,,,D,Jr.,,
Bridgeport,II,2024,588006,,,,,,F,Jr.,,
Bridgeport,II,2024,588006,,,,,,M,Sr.,,
Bridgeport,II,2024,588006,,,,,,M,Fr.,,
Bridgeport,II,2024,588006,,,,,,D/M,Jr.,,
Bridgeport,II,2024,588006,,,,,,D,Gr.,,
Bridgeport,II,2024,588006,,,,,,F,Sr.,,
Bridgeport,II,2024,588006,,,,,,F,Sr.,,
Bridgeport,II,2024,588006,,,,,,F,So.,,
Bridgeport,II,2024,588006,,,,,,GK,Sr.,,
Bridgeport,II,2024,588006,,,,,,M,Jr.,,
Bridgeport,II,2024,588006,,,,,,M,Sr.,,
Bridgeport,II,2024,588006,,,,,,M,Fr.,,
Bridgeport,II,2024,588006,,,,,,GK,Jr.,,
Bridgeport,II,2024,588006,,,,,,F,So.,,
Bridgeport,II,2024,588006,,,,,,M,Jr.,,
Bridgewater State,III,2024,588455,,,#:0,Daniel Beverage,https://www.bsubears.com/sports/msoc/2024-25/bios/Beverage_Daniel,GK,,"Wallingford, CT",Lyman Hall
Bridgewater State,III,2024,588455,,,#:1,Lukas Ekmanis,https://www.bsubears.com/sports/msoc/2024-25/bios/Ekmanis_Lukas,GK,,"Baxter, TN",Upperman
Bridgewater State,III,2024,588455,,,#:2,Gavin Norton,https://www.bsubears.com/sports/msoc/2024-25/bios/Norton_Gavin,D,,"Rockland, MA",Rockland
Bridgewater State,III,2024,588455,,,#:3,Tyler Chang,https://www.bsubears.com/sports/msoc/2024-25/bios/Chang_Tyler,D/M,,"Acushnet, MA",Fairhaven
Bridgewater State,III,2024,588455,,,#:4,Jack O'Toole,https://www.bsubears.com/sports/msoc/2024-25/bios/O-Toole_Jack,D,,"Wilbraham, MA",Minnechaug Regional
Bridgewater State,III,2024,588455,,,#:5,Justin Silva,https://www.bsubears.com/sports/msoc/2024-25/bios/Silva_Justin,D,,"North Attleboro, MA",North Attleboro
Bridgewater State,III,2024,588455,,,#:6,Colin Evans,https://www.bsubears.com/sports/msoc/2024-25/bios/Evans_Colin,F,,"East Longmeadow, MA",East Longmeadow
Bridgewater State,III,2024,588455,,,#:7,Dominek Borden,https://www.bsubears.com/sports/msoc/2024-25/bios/Borden_Dominek,F,,"New Bedford, MA",Greater New Bedford Regional Voc. Tech.
Bridgewater State,III,2024,588455,,,#:8,Ryan Healy,https://www.bsubears.com/sports/msoc/2024-25/bios/Healy_Ryan,M,,"Cork, Ireland",Plymouth North (MA)
Bridgewater State,III,2024,588455,,,#:9,Hector Bucio,https://www.bsubears.com/sports/msoc/2024-25/bios/Bucio_Hector,D/F,,"North Easton, MA",Oliver Ames
Bridgewater State,III,2024,588455,,,#:10,Nicolas Matias,https://www.bsubears.com/sports/msoc/2024-25/bios/Matias_Nicolas,M,,"Framingham, MA",Framingham
Bridgewater State,III,2024,588455,,,#:11,Brett Ghelfi,https://www.bsubears.com/sports/msoc/2024-25/bios/Ghelfi_Brett,F/M,,"Halifax, MA",Silver Lake Regional
Bridgewater State,III,2024,588455,,,#:12,Carsten Boloz,https://www.bsubears.com/sports/msoc/2024-25/bios/Boloz_Carsten,M,,"Southborough, MA",Algonquin Regional
Bridgewater State,III,2024,588455,,,#:13,Thomas Neves,https://www.bsubears.com/sports/msoc/2024-25/bios/Neves_Thomas,F/M,,"Medway, MA",Medway
Bridgewater State,III,2024,588455,,,#:14,Jacob Ramos,https://www.bsubears.com/sports/msoc/2024-25/bios/Ramos_Jacob,D,,"New Bedford, MA",New Bedford
Bridgewater State,III,2024,588455,,,#:15,Connor Wesloski,https://www.bsubears.com/sports/msoc/2024-25/bios/Wesloski_Connor,F/M,,"Wilbraham, MA",Minnechaug Regional
Bridgewater State,III,2024,588455,,,#:16,Nick Anselmo,https://www.bsubears.com/sports/msoc/2024-25/bios/Anselmo_Nick,D/M,,"Tyngsborough, MA",Tyngsborough
Bridgewater State,III,2024,588455,,,#:17,Ethan DeMelo,https://www.bsubears.com/sports/msoc/2024-25/bios/DeMelo_Ethan,M,,"Acushnet, MA",New Bedford
Bridgewater State,III,2024,588455,,,#:18,Ethan Mallett,https://www.bsubears.com/sports/msoc/2024-25/bios/Mallett_Ethan,D/M,,"Ellington, CT",Ellington
Bridgewater State,III,2024,588455,,,#:19,Dermott Amorim,https://www.bsubears.com/sports/msoc/2024-25/bios/Amorim_Dermott,M,,"Wrentham, MA",King Philip Regional
Bridgewater State,III,2024,588455,,,#:20,Jacob Silvestre,https://www.bsubears.com/sports/msoc/2024-25/bios/Silvestre_Jacob,D/M,,"Seekonk, MA",Seekonk
Bridgewater State,III,2024,588455,,,#:21,Nicholas Ribeiro,https://www.bsubears.com/sports/msoc/2024-25/bios/Ribeiro_Nicholas,M,,"Bellingham, MA",Milford
Bridgewater State,III,2024,588455,,,#:22,Filippo Mucci,https://www.bsubears.com/sports/msoc/2024-25/bios/Mucci_Filippo,F/M,,"Vineyard Haven, MA",Martha's Vineyard Regional
Bridgewater State,III,2024,588455,,,#:23,Mason Lemieux,https://www.bsubears.com/sports/msoc/2024-25/bios/Lemieux_Mason,F,,"Hingham, MA",Hingham
Bridgewater State,III,2024,588455,,,#:24,Frankie Morales,https://www.bsubears.com/sports/msoc/2024-25/bios/Morales_Frankie,D,,"Brockton, MA",Brockton
Bridgewater State,III,2024,588455,,,#:25,Nate Dinis,https://www.bsubears.com/sports/msoc/2024-25/bios/Dinis_Nate,M,,"Milford, MA",Milford
Bridgewater State,III,2024,588455,,,#:27,James Billiter,https://www.bsubears.com/sports/msoc/2024-25/bios/Billiter_James,D/M,,"Irvine, CA",University
Bridgewater State,III,2024,588455,,,#:29,Melvin Alves,https://www.bsubears.com/sports/msoc/2024-25/bios/Alves_Melvin,D/F,,"Brockton, MA",Cardinal Spellman
Bridgewater State,III,2024,588455,,,#:30,Tyler Rocchio,https://www.bsubears.com/sports/msoc/2024-25/bios/Rocchio_Tyler,GK,,"Attleboro, MA",Attleboro
Bridgewater State,III,2024,588455,,,#:44,Matheus Rodrigues,https://www.bsubears.com/sports/msoc/2024-25/bios/Rodrigues_Matheus,GK,,"Edgartown, MA",Martha's Vineyard Regional
Carlow,III,2024,594992,,,,,,GK,Sr,,
Carlow,III,2024,594992,,,,,,M,So,,
Carlow,III,2024,594992,,,,,,D,Jr,,
Carlow,III,2024,594992,,,,,,M,So,,
Carlow,III,2024,594992,,,,,,F/M,Jr,,
Carlow,III,2024,594992,,,,,,F,Fr,,
Carlow,III,2024,594992,,,,,,F,Jr,,
Carlow,III,2024,594992,,,,,,M,Fr,,
Carlow,III,2024,594992,,,,,,D/M,Sr,,
Carlow,III,2024,594992,,,,,,M,Grad,,
Carlow,III,2024,594992,,,,,,D,Fr,,
Carlow,III,2024,594992,,,,,,F,Jr,,
Carlow,III,2024,594992,,,,,,M/D,Sr,,
Carlow,III,2024,594992,,,,,,M,Jr,,
Carlow,III,2024,594992,,,,,,M,Jr,,
Carlow,III,2024,594992,,,,,,M,So,,
Carlow,III,2024,594992,,,,,,M/D,Jr,,
Carlow,III,2024,594992,,,,,,F,Grad,,
Carlow,III,2024,594992,,,,,,D,Grad,,
Carlow,III,2024,594992,,,,,,D,Fr,,
Carlow,III,2024,594992,,,,,,GK,Sr,,
Carnegie Mellon,III,2024,588467,,,,,,GK,Jr.,"Washington, D.C.",School WIthout Walls
Carnegie Mellon,III,2024,588467,,,,,,GK,Jr.,"Naples, Fla.",Laurel Springs School
Carnegie Mellon,III,2024,588467,,,,,,D,So.,"Los Altos, Calif.",The Harker School
Carnegie Mellon,III,2024,588467,,,,,,D,So.,"St. Louis, Mo.",Mary Institute and Country Day School
Carnegie Mellon,III,2024,588467,,,,,,D,Fr.,"Greenwich, Conn.",Brunswick
Carnegie Mellon,III,2024,588467,,,,,,D,Jr.,"Louisville, Ky.",Kentucky Country Day School
Carnegie Mellon,III,2024,588467,,,,,,D,Sr.,"Greenwich, Conn.",Brunswick School
Carnegie Mellon,III,2024,588467,,,,,,M,Sr.,"Daejeon, South Korea",Shattuck St. Mary's School
Carnegie Mellon,III,2024,588467,,,,,,F,Sr.,"Ambler, Pa.",Wissahicken
Carnegie Mellon,III,2024,588467,,,,,,F,Sr.,"Greenwich, Conn.",St. Luke's School
Carnegie Mellon,III,2024,588467,,,,,,M,Sr.,"Oakwood, Ohio",Oakwood
Carnegie Mellon,III,2024,588467,,,,,,F,Jr.,"Louisville, Ky.",Kentucky Country Day School
Carnegie Mellon,III,2024,588467,,,,,,F,Fr.,"Tyngsboro, Mass.",Groton School
Carnegie Mellon,III,2024,588467,,,,,,M,So.,"Rye, N.Y.",Rye
Carnegie Mellon,III,2024,588467,,,,,,D,Gr.,"Pittsburgh, Pa.",Winchester Thurston
Carnegie Mellon,III,2024,588467,,,,,,D,Sr.,"Nashville, Tenn.",Montgomery Bell Academy
Carnegie Mellon,III,2024,588467,,,,,,D,Jr.,"Ellicott City, Md.",Mount Saint Joseph
Carnegie Mellon,III,2024,588467,,,,,,F,Fr.,"Pittsburgh, Pa.",Shady Side Academy
Carnegie Mellon,III,2024,588467,,,,,,M,Jr.,"Dearborn, Mich.",Divine Child
Carnegie Mellon,III,2024,588467,,,,,,D,So.,"Houston, Texas",The Awty International School
Carnegie Mellon,III,2024,588467,,,,,,F,So.,"Harleysville, Pa.",Souderton
Carnegie Mellon,III,2024,588467,,,,,,F,Jr.,"Dayton, Ohio",Centreville
Carnegie Mellon,III,2024,588467,,,,,,F,So.,"Miramar, Fla.",American Heritage School
Carnegie Mellon,III,2024,588467,,,,,,D,So.,"Missouri City, Texas",The Kinkaid School
Carnegie Mellon,III,2024,588467,,,,,,D,Fr.,"Darnestown, Md.",Our Lady of Good Counsel
Carnegie Mellon,III,2024,588467,,,,,,D,Fr.,"Tokyo, Japan","Bay Area, Calif. / Mountain View"
Carnegie Mellon,III,2024,588467,,,,,,M,So.,"Portland, Ore.",Jesuit
Carnegie Mellon,III,2024,588467,,,,,,D,So.,"Vero Beach, Fla.",Montverde Academy
Carnegie Mellon,III,2024,588467,,,,,,D,Fr.,"Richmond, Va.",Maggie Walker Governor's School
Carnegie Mellon,III,2024,588467,,,,,,M,Fr.,"Fairfax, Va.",Chantilly
Carnegie Mellon,III,2024,588467,,,,,,M,Fr.,"Elverson, Pa.",Westtown
Carnegie Mellon,III,2024,588467,,,,,,M,Fr.,"Westport, Conn.",Staples
Carnegie Mellon,III,2024,588467,,,,,,D,Gr.,"Elizabethtown, Pa.",Elizabethtown
Carnegie Mellon,III,2024,588467,,,,,,M,So.,"Chalfont, Pa.",Central Bucks South
Carnegie Mellon,III,2024,588467,,,,,,M,Gr.,"Lexington, Mass.",Lexington
Carnegie Mellon,III,2024,588467,,,,,,GK,So.,Singapore,Dulwich College Singapore
Carnegie Mellon,III,2024,588467,,,,,,GK,So.,"Houston, Texas",Awty International School
Catawba,II,2024,588074,,,,,,Goalkeeper,Fr.,Hometown,"High School/Previous College: Essex, England / Southend HS for Boys /"
Catawba,II,2024,588074,,,,,,Goalkeeper,Jr.,Hometown,"High School/Previous College: Gastonia, N.C. / Ashbrook HS /"
Catawba,II,2024,588074,,,,,,Goalkeeper,Gr.,Hometown,"High School/Previous College: Hamburg, Germany / White Oak HS /"
Catawba,II,2024,588074,,,,,,Defense,Jr.,Hometown,"High School/Previous College: Bergamo, Italy / Liceo Scientifico E. Amaldi /"
Catawba,II,2024,588074,,,,,,Defense,Fr.,Hometown,"High School/Previous College: Trebeurden, France / Accelerator School /"
Catawba,II,2024,588074,,,,,,Defense,Sr.,Hometown,"High School/Previous College: Illescas, Spain / Colegio Virgen de la Caridad /"
Catawba,II,2024,588074,,,,,,Defense,So.,Hometown,"High School/Previous College: Bexleyheath, England / Wilmington Grammar School for Boys /"
Catawba,II,2024,588074,,,,,,Midfield,Gr.,Hometown,"High School/Previous College: San Salvador, El Salvador / Atlantic Community HS / Florida Atlantic / Duquesne"
Catawba,II,2024,588074,,,,,,Midfield,Jr.,Hometown,"High School/Previous College: Charlotte, N.C. / South Mecklenburg HS /"
Catawba,II,2024,588074,,,,,,Midfield,R-So.,Hometown,"High School/Previous College: Rosario, Argentina / Colegio Parque España / Iowa Western"
Catawba,II,2024,588074,,,,,,Forward,Jr.,Hometown,"High School/Previous College: Mallorca, Spain / IES Joan Maria Thomàs /"
Catawba,II,2024,588074,,,,,,Forward,R-Jr.,Hometown,"High School/Previous College: El Colorado, Uruguay / Colegio Seminario / Bethel College"
Catawba,II,2024,588074,,,,,,Forward,Jr.,Hometown,"High School/Previous College: Lebanon, Ore. / Lebanon HS / Park University"
Catawba,II,2024,588074,,,,,,Midfield,So.,Hometown,"High School/Previous College: Cardiff, Wales / Ysgol Gyfun Gymraeg Glantaf /"
Catawba,II,2024,588074,,,,,,Midfield,Fr.,Hometown,"High School/Previous College: Forest Hill, Md. / Bel Air HS /"
Catawba,II,2024,588074,,,,,,Midfield,Gr.,Hometown,"High School/Previous College: Charlotte, N.C. / Bradford Prep /"
Catawba,II,2024,588074,,,,,,Forward,Jr.,Hometown,"High School/Previous College: Sherwood, Ore. / Sherwood HS / Montana State Billings"
Catawba,II,2024,588074,,,,,,Midfield,Sr.,Hometown,"High School/Previous College: Concord, N.C. / Concord HS / Pfeiffer"
Catawba,II,2024,588074,,,,,,Midfield,Jr.,Hometown,"High School/Previous College: Weybridge, England / Esher College / Oklahoma Panhandle State"
