jersey,name,url,position,class,hometown,high_school,team,division,season
25,Jeremy Sanchez,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/sanchez_jeremy_0ngk,Midfield,Fr,"San Antonio, TX",Pieper,Schreiner,III,2024
26,Cody Brown,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/brown_cody_wis7,Midfield,So,"League City, TX",Clear Creek,Schreiner,III,2024
27,Braeden Taylor,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/taylor_braeden_o0ov,Forward,So,"Schertz, TX",Samuel Clemens,Schreiner,III,2024
28,Juan Carrillo,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/carrillo_juan_6g6k,Midfield,Fr,"Georgetown, TX",Georgetown,Schreiner,III,2024
29,Bhodey Miller,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/miller_bhodey_c67o,Forward,So,"Kerrville, TX",Tivy,Schreiner,III,2024
30,Kameryn Roehrig,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/roehrig_kameryn_f7ev,Forward,Sr,"Austin, TX",Cedar Park,Schreiner,III,2024
31,LaCondre Hall,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/hall_lacondre_u6er,Forward,Fr,"Georgetown, TX",Georgetown,Schreiner,III,2024
32,Austin Britton,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/britton_austin_x9ae,Forward,Fr,"Arlington, TX",Martin,Schreiner,III,2024
33,Diego Saenz,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/saenz_diego_nx0l,Midfield,Fr,"Houston, TX",Deer Park,Schreiner,III,2024
34,Cody Winters,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/winters_cody_85lm,Defense,Fr,Leander,Glenn,Schreiner,III,2024
35,Conner McRorey,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/mcrorey_conner_dre7,Forward,Fr,"Midlothian, TX",Midlothian Heritage,Schreiner,III,2024
80,Houston Schuman,https://www.schreinermountaineers.com/Sports/msoc/2024-25/bios/schuman_houston_e879,Goalkeeper,Fr,"Fort Worth, TX",Timber Creek,Schreiner,III,2024
0,Jorge Gonzalez,https://www.ustcelts.com/sports/msoc/2024-25/bios/gonzalez_jorge_t5dv,GK,Sr,"Houston, TX",Cypress Falls HS,St. Thomas (TX),III,2024
2,Gabriel Moacyr,https://www.ustcelts.com/sports/msoc/2024-25/bios/moacyr_gabriel_eeh5,RB,So,"Rio De Janeiro, Brazil",Clements HS,St. Thomas (TX),III,2024
3,Fernando Lazo,https://www.ustcelts.com/sports/msoc/2024-25/bios/lazo_fernando_1s2i,LB,Fr,"Katy, TX",Seven Lakes HS,St. Thomas (TX),III,2024
4,Cristian Drake,https://www.ustcelts.com/sports/msoc/2024-25/bios/drake_cristian_p5cz,CB,Sr,"Barquisimeto, Venezuela",Seven Lakes HS,St. Thomas (TX),III,2024
5,Angel Ramirez,https://www.ustcelts.com/sports/msoc/2024-25/bios/ramirez_angel_267e,CB,Sr,"Magnolia, TX",Magnolia HS,St. Thomas (TX),III,2024
6,Tony Castro,https://www.ustcelts.com/sports/msoc/2024-25/bios/castro_tony_yo15,W,So,"Queens, New York",Cypress Springs HS,St. Thomas (TX),III,2024
7,Daniel Espinoza,https://www.ustcelts.com/sports/msoc/2024-25/bios/espinoza_daniel_1z1u,CAM,Sr,"Villahermosa, Mexico",University of Memphis,St. Thomas (TX),III,2024
8,Diego Lazo,https://www.ustcelts.com/sports/msoc/2024-25/bios/lazo_diego_17za,CM,Sr,"Katy, Texas",Seven Lakes HS,St. Thomas (TX),III,2024
9,Jayce Nunn,https://www.ustcelts.com/sports/msoc/2024-25/bios/nunn_jayce_98nl,FW,Sr,"Houston, TX",Lamar HS,St. Thomas (TX),III,2024
10,Daniel Castro,https://www.ustcelts.com/sports/msoc/2024-25/bios/castro_daniel_4pu8,FW,Sr,"Houston, Texas",Cy Springs HS,St. Thomas (TX),III,2024
11,Ian Alvarez,https://www.ustcelts.com/sports/msoc/2024-25/bios/alvarez_ian_zbaj,LB,Sr,"Bellville, TX",Bellville HS,St. Thomas (TX),III,2024
12,Sebastian Ibarolla,https://www.ustcelts.com/sports/msoc/2024-25/bios/ibarolla_sebastian_fwp2,FW,Sr,"Sugar Land, TX",Dulles HS,St. Thomas (TX),III,2024
13,Jacob Reyes,https://www.ustcelts.com/sports/msoc/2024-25/bios/reyes_jacob_mam2,W,Fr,"Houston, TX",McArthur HS,St. Thomas (TX),III,2024
14,Hamilton Estrada,https://www.ustcelts.com/sports/msoc/2024-25/bios/estrada_hamilton_i10u,CM,Jr,"Houston, TX",North Shore HS,St. Thomas (TX),III,2024
15,Jovany Garcia,https://www.ustcelts.com/sports/msoc/2024-25/bios/garcia_jovany_p9qt,CM,Sr,"Porter, Texas",Porter HS,St. Thomas (TX),III,2024
16,Emiliano Lopez,https://www.ustcelts.com/sports/msoc/2024-25/bios/lopez_emiliano_tylv,W,So,"Houston, Texas",North Shore Senior HS,St. Thomas (TX),III,2024
17,Hani Ahmadie,https://www.ustcelts.com/sports/msoc/2024-25/bios/ahmadie_hani_vfno,FW,Fr,"Glendale, CA",Glendale HS,St. Thomas (TX),III,2024
18,Emmanuel Rodriguez,https://www.ustcelts.com/sports/msoc/2024-25/bios/rodriguez_emmanuel_onev,CM,So,"Cuidad Madero, Tamaulipas",Kempner HS,St. Thomas (TX),III,2024
19,Brian Garcia,https://www.ustcelts.com/sports/msoc/2024-25/bios/garcia_brian_0u5z,W,So,"Cypress, Texas",Cypress Springs HS,St. Thomas (TX),III,2024
20,Jeth Flores,https://www.ustcelts.com/sports/msoc/2024-25/bios/flores_jeth_kglq,CB,Jr,"Missouri City, Texas",Ridge Point HS,St. Thomas (TX),III,2024
21,Aaron Rodriguez,https://www.ustcelts.com/sports/msoc/2024-25/bios/rodriguez_aaron_gdbw,CM,Fr,"Houston, TX",Humble HS,St. Thomas (TX),III,2024
22,Diego Colmenares,https://www.ustcelts.com/sports/msoc/2024-25/bios/colmenares_diego_azti,CM,Fr,"Barquisimeto, Venezuela",Cinco Ranch HS,St. Thomas (TX),III,2024
23,Jose Hernandez,https://www.ustcelts.com/sports/msoc/2024-25/bios/hernandez_jose_ozer,FW,So,"Caracas, Venezuela",Cinco Ranch HS,St. Thomas (TX),III,2024
24,Leonardo Herrera,https://www.ustcelts.com/sports/msoc/2024-25/bios/herrera_leonardo_zwup,RB,Fr,"Atascocita,TX",Atascocita HS,St. Thomas (TX),III,2024
25,Yohan Bernard-Le,https://www.ustcelts.com/sports/msoc/2024-25/bios/bernard-le_yohan_z00f,RB,Sr,France,Lycée Edgar Faure,St. Thomas (TX),III,2024
26,Jorge Lucas,https://www.ustcelts.com/sports/msoc/2024-25/bios/lucas_jorge_g4d4,CAM,Fr,"Mexico City, Mexico",Harmony of Ingenuity,St. Thomas (TX),III,2024
27,Brandon Gasca,https://www.ustcelts.com/sports/msoc/2024-25/bios/gasca_brandon_cqpp,CB,Jr,"Katy, TX",Mayde Creek HS,St. Thomas (TX),III,2024
28,Roberto Sepulveda,https://www.ustcelts.com/sports/msoc/2024-25/bios/sepulveda_roberto_4k94,CB,Fr,"Katy, TX",Katy Paetow HS,St. Thomas (TX),III,2024
29,Juan Guzman,https://www.ustcelts.com/sports/msoc/2024-25/bios/guzman_juan_a0vh,CM,So,"San Salvador, El Salvador",Elsik HS,St. Thomas (TX),III,2024
30,Juan Rodriguez,https://www.ustcelts.com/sports/msoc/2024-25/bios/rodriguez_juan_ozbv,W,Fr,"Cali, Colombia",Dobie HS,St. Thomas (TX),III,2024
31,Lucas Eleftherion,https://www.ustcelts.com/sports/msoc/2024-25/bios/eleftherion_lucas_peiz,CM,So,"Queens, NY",College Park HS,St. Thomas (TX),III,2024
32,Gustavo Otero,https://www.ustcelts.com/sports/msoc/2024-25/bios/otero_gustavo_z3hy,GK,Jr,"Houston, Texas",Houston Christian University,St. Thomas (TX),III,2024
33,Cristo Gayoso,https://www.ustcelts.com/sports/msoc/2024-25/bios/gayoso_cristo_lmjv,GK,Sr,"Houston, TX",Memorial HS,St. Thomas (TX),III,2024
34,Paulo Valente,https://www.ustcelts.com/sports/msoc/2024-25/bios/valente_paulo_32yz,GK,Sr,"Maracaibo, Venezuela",Tompkins HS,St. Thomas (TX),III,2024
35,Justin Burke,https://www.ustcelts.com/sports/msoc/2024-25/bios/burke_justin_yzld,,Sr,,,St. Thomas (TX),III,2024
36,Aldo Hernandez,https://www.ustcelts.com/sports/msoc/2024-25/bios/hernandez_aldo_xqv0,CAM,Fr,"Houston, TX",MacArthur HS,St. Thomas (TX),III,2024
38,Sebastian Alvarez,https://www.ustcelts.com/sports/msoc/2024-25/bios/alvarez_sebastian_iii9,FW,Fr,"Houston, TX",Cypress Springs HS,St. Thomas (TX),III,2024
1,Johan Morales,https://www.stacathletics.com/sports/msoc/2024-25/bios/Morales_Johan,GK,,,,St. Thomas Aquinas,II,2024
2,Franco Israel,https://www.stacathletics.com/sports/msoc/2024-25/bios/Israel_Franco,B,,,,St. Thomas Aquinas,II,2024
3,Joshua Ashie,https://www.stacathletics.com/sports/msoc/2024-25/bios/Ashie_Joshua,B,,,,St. Thomas Aquinas,II,2024
4,George Stephenson,https://www.stacathletics.com/sports/msoc/2024-25/bios/Stephenson_George,B,,,,St. Thomas Aquinas,II,2024
5,Christopher Adadevoh,https://www.stacathletics.com/sports/msoc/2024-25/bios/Adadevoh_Christopher,B,,,,St. Thomas Aquinas,II,2024
6,Dwyant Suazo,https://www.stacathletics.com/sports/msoc/2024-25/bios/Suazo_Dwyant,B,,,,St. Thomas Aquinas,II,2024
7,Francisco Degiorgi,https://www.stacathletics.com/sports/msoc/2024-25/bios/Degiorgi_Francisco,B/M,,,,St. Thomas Aquinas,II,2024
8,Yahir Hernandez,https://www.stacathletics.com/sports/msoc/2024-25/bios/Hernandez_Yahir,M,,,,St. Thomas Aquinas,II,2024
9,Uhunoma Fredrick-Ilekhuoba,https://www.stacathletics.com/sports/msoc/2024-25/bios/Fredrick-Ilekhuoba_Uhunoma,F,,,,St. Thomas Aquinas,II,2024
10,Kevon Evans,https://www.stacathletics.com/sports/msoc/2024-25/bios/Evans_Kevon,F,,,,St. Thomas Aquinas,II,2024
11,Jalen Moni,https://www.stacathletics.com/sports/msoc/2024-25/bios/Moni_Jalen,F,,,,St. Thomas Aquinas,II,2024
12,Zaire Wharton,https://www.stacathletics.com/sports/msoc/2024-25/bios/Wharton_Zaire,M,,,,St. Thomas Aquinas,II,2024
13,Jerry Tagliavia,https://www.stacathletics.com/sports/msoc/2024-25/bios/Tagliavia_Jerry,M,,,,St. Thomas Aquinas,II,2024
14,Cole Allen,https://www.stacathletics.com/sports/msoc/2024-25/bios/Allen_Cole,M,,,,St. Thomas Aquinas,II,2024
16,Christian Ferlisi,https://www.stacathletics.com/sports/msoc/2024-25/bios/Ferlisi_Christian,B/M,,,,St. Thomas Aquinas,II,2024
17,James Ray,https://www.stacathletics.com/sports/msoc/2024-25/bios/Ray_James,F/M,,,,St. Thomas Aquinas,II,2024
18,Maziko Jiya,https://www.stacathletics.com/sports/msoc/2024-25/bios/Jiya_Maziko,M,,,,St. Thomas Aquinas,II,2024
19,Elias Ait Bouali,https://www.stacathletics.com/sports/msoc/2024-25/bios/Ait_Bouali_Elias,M,,,,St. Thomas Aquinas,II,2024
20,Mika Leue,https://www.stacathletics.com/sports/msoc/2024-25/bios/Leue_Mika,M,,,,St. Thomas Aquinas,II,2024
21,Sebastian Ortega,https://www.stacathletics.com/sports/msoc/2024-25/bios/Ortega_Sebastian,M,,,,St. Thomas Aquinas,II,2024
22,Erik Wikan,https://www.stacathletics.com/sports/msoc/2024-25/bios/Wikan_Erik,F,,,,St. Thomas Aquinas,II,2024
23,Rafael Capella,https://www.stacathletics.com/sports/msoc/2024-25/bios/Capella_Rafael,B,,,,St. Thomas Aquinas,II,2024
24,Nicolas Pavlou,https://www.stacathletics.com/sports/msoc/2024-25/bios/Pavlou_Nicolas,B,,,,St. Thomas Aquinas,II,2024
25,Angel Catalan Hernandez,https://www.stacathletics.com/sports/msoc/2024-25/bios/Catalan_Hernandez_Angel,M,,,,St. Thomas Aquinas,II,2024
26,Saurav Singh,https://www.stacathletics.com/sports/msoc/2024-25/bios/Singh_Saurav,B,,,,St. Thomas Aquinas,II,2024
27,Tabor McDaniels,https://www.stacathletics.com/sports/msoc/2024-25/bios/McDaniels_Tabor,GK,,,,St. Thomas Aquinas,II,2024
28,Adrian Castillo,https://www.stacathletics.com/sports/msoc/2024-25/bios/Castillo_Adrian,M,,,,St. Thomas Aquinas,II,2024
29,Joel Jaime,https://www.stacathletics.com/sports/msoc/2024-25/bios/Jaime_Joel,B/M,,,,St. Thomas Aquinas,II,2024
31,Gino Gandzior,https://www.stacathletics.com/sports/msoc/2024-25/bios/Gandzior_Gino,GK,,,,St. Thomas Aquinas,II,2024
39,Dalton Houser,https://www.stacathletics.com/sports/msoc/2024-25/bios/Houser_Dalton,GK,,,,St. Thomas Aquinas,II,2024
0,Ian Caldwell,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/caldwell_ian_ovfg,GK,Fr.,"Eagle River, Alaska",Family Partnership Charter School,Suffolk,III,2024
1,Nathan Harlow,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/harlow_nathan_ejyo,GK,So.,"London, England",Taft School,Suffolk,III,2024
2,Dominic Rinaldi,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/rinaldi_dominic_wlmm,D,Sr.,"Westfield, Mass.",Westfield,Suffolk,III,2024
3,Aiden McLaughlin,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/mclaughlin_aiden_rcpx,D,Sr.,"Medford, Mass.",Medford,Suffolk,III,2024
4,Javen Ironside,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/ironside_javen_35st,D,Fr.,"Land O' Lakes, Fla.",Land O' Lakes Christian School,Suffolk,III,2024
5,Matthew Moreno,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/moreno_matthew_0cdl,M,Jr.,"Hamilton Parish, Bermuda",Williston Northampton School,Suffolk,III,2024
6,Tommy Handelsman,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/handelsman_tommy_jjjz,D,Sr.,"Woodberry Forest, Va.",Woodberry Forest School,Suffolk,III,2024
7,Taj Jensen,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/jensen_taj_g6zs,M,Sr.,"Providence, R.I.",Wheeler School,Suffolk,III,2024
8,Brady Sorensen,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/sorensen_brady_wiir,D,Sr.,"Plymouth, Mass.",Plymouth North,Suffolk,III,2024
9,Edward Abouzeid,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/abouzeid_edward_begc,M,Sr.,"Norton, Mass.",Norton,Suffolk,III,2024
10,Damon Smargon,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/smargon_damon_mrik,M,Sr.,"San Diego, Calif.",Del Norte / University of San Francisco,Suffolk,III,2024
11,TJ Maselek,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/maselek_tj_y88q,M,Sr.,"Sutton, Mass.",Sutton,Suffolk,III,2024
12,Ricardo Feliciani,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/feliciani_ricardo_yomm,D,So.,"Weston, Fla.",Cypress Bay,Suffolk,III,2024
13,Jack Phelps,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/phelps_jack_ar54,D,Sr.,"Westborough, Mass.",Westborough,Suffolk,III,2024
14,Ryan Chamberlain,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/chamberlain_ryan_za81,D,Jr.,"Bethel, Conn.",Bethel,Suffolk,III,2024
15,Paolo Tedesco,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/tedesco_paolo_7ayp,D,Gr.,"Hooksett, N.H.",Central / Winthrop University,Suffolk,III,2024
16,Christian Gardner,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/gardner_christian_3c6u,M,Fr.,"Miami, Fla.",Avon Old Farms,Suffolk,III,2024
17,Dylan Tratchenberg,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/tratchenberg_dylan_sn34,F,Fr.,"Boca Raton, Fla.",Olympic Heights Community,Suffolk,III,2024
18,Deven Papadimitriou,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/papadimitriou_deven_il09,D,Sr.,"Shelton, Conn.",Shelton,Suffolk,III,2024
19,Erik Van Even,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/van_even_erik_vkay,M,Sr.,"Boston, Mass.",Boston Latin Academy,Suffolk,III,2024
20,Ford Lee,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/lee_ford_rbfa,M,Jr.,"Atlanta, Ga.",Atlanta International School,Suffolk,III,2024
21,Diego Pierantozzi,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/pierantozzi_diego_hcs6,F,Jr.,"Weston, Fla.",Cypress Bay,Suffolk,III,2024
22,Niklas Nilsson,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/nilsson_niklas_02kf,D,Gr.,"Sandy, Utah",The Waterford School / Colorado College,Suffolk,III,2024
23,Emiliano Esquer,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/esquer_emiliano_hdy0,D,Jr.,"San Diego, Calif.",St. Augustine,Suffolk,III,2024
24,Lucca Giammattei,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/giammattei_lucca_b7gq,M,So.,"Miami, Fla.",Gulliver Prep,Suffolk,III,2024
25,Francisco Valck,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/valck_francisco_0w52,F,So.,"Weston, Fla.",Cypress Bay,Suffolk,III,2024
26,Matthew Belluardo,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/belluardo_matthew_77or,D,Jr.,"Mahwah, N.J.",Mahwah,Suffolk,III,2024
27,Miguel Varela,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/varela_miguel_8j29,M,Sr.,"Milton, Mass.",Milton,Suffolk,III,2024
29,Luke Blawn,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/blawn_luke_pqe8,F,So.,"Orlando, Fla.",Boone,Suffolk,III,2024
30,Mateu Farre-Torres,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/farre-torres_mateu_sqo5,GK,So.,"Encamp, Andorra",Sek Catalunya,Suffolk,III,2024
31,Jeremy Cooke,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/cooke_jeremy_bm4i,M,Jr.,"Norwalk, Conn.",King School,Suffolk,III,2024
32,Tommy Kurz,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/kurz_tommy_ouli,F,Jr.,"New Canaan, Conn.",New Canaan,Suffolk,III,2024
33,Carter Van Buskirk,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/van_buskirk_carter_l9fu,M,Jr.,"St. Louis, Mo.",Marquette High School,Suffolk,III,2024
34,Dan Colbert,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/colbert_dan_hox7,M,Gr.,"Walpole, Mass.",Walpole / St. Michael's College,Suffolk,III,2024
37,Koki Matsuwaki,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/matsuwaki_koki_z92t,M,Jr.,"Tokyo, Japan",Hebron Academy / Lasell,Suffolk,III,2024
38,Everett Upton,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/upton_everett_zz4i,D,Sr.,"Arlington, Mass.",Boston Trinity Academy / Assumption,Suffolk,III,2024
39,Marko Crnilovic,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/crnilovic_marko_6hjg,M,So.,"Derry, N.H.",Pinkerton Academy,Suffolk,III,2024
40,Jack Cattie,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/cattie_jack_5716,D,Sr.,"Willow Grove, Pa.",Upper Moreland,Suffolk,III,2024
41,Faisal Bajunaid,https://www.gosuffolkrams.com/sports/msoc/2024-25/bios/bajunaid_faisal_zdjn,M,Gr.,"Jeddah, Saudi Arabia",Jeddah Knowledge International School / Merrimack College,Suffolk,III,2024
1,Salvatore Meloni,https://www.delhibroncos.com/sports/msoc/2024-25/bios/meloni_salvator_4tue,GK,,Hometown,"High School (Club): Ridge, NY / Longwood (Stony Brook LGN United)",SUNY Delhi,III,2024
2,Ryan Friar,https://www.delhibroncos.com/sports/msoc/2024-25/bios/friar_ryan_zrc9,D,,Hometown,"High School (Club): Staten Island, NY / Curtis High School (Cedar Stars Academy Staten Island)",SUNY Delhi,III,2024
3,Aidan Gaughan,https://www.delhibroncos.com/sports/msoc/2024-25/bios/gaughan_aidan_g3dw,M,,Hometown,"High School (Club): Bronx, NY / Riverdale",SUNY Delhi,III,2024
4,Jake Sokolowski,https://www.delhibroncos.com/sports/msoc/2024-25/bios/sokolowski_jake_fu29,M,,Hometown,"High School (Club): Port Jefferson Station, NY / Comsewogue High School (SUSA FC)",SUNY Delhi,III,2024
5,Gabriel Monterrosa,https://www.delhibroncos.com/sports/msoc/2024-25/bios/monterrosa_gabriel_t5jq,M,,Hometown,"High School (Club): Yonkers, NY / Saunders Trades and Tech High School (Porchester Soccer Club)",SUNY Delhi,III,2024
6,Robert Mercilliott,https://www.delhibroncos.com/sports/msoc/2024-25/bios/mercilliott_robert_guny,M,,Hometown,"High School (Club): Nineveh, NY / Afton Central School (Broome County United)",SUNY Delhi,III,2024
7,Aidan McLaughlin,https://www.delhibroncos.com/sports/msoc/2024-25/bios/mclaughlin_aidan_7mul,M,,Hometown,"High School (Club): Bellmore, NY / Wellington C. Mepham (Massapequa Soccer Club)",SUNY Delhi,III,2024
8,John Walsh,https://www.delhibroncos.com/sports/msoc/2024-25/bios/walsh_john_m6rs,D,,Hometown,"High School (Club): East Islip, NY / East Islip (Commack United)",SUNY Delhi,III,2024
9,Michael Williams Jr.,https://www.delhibroncos.com/sports/msoc/2024-25/bios/williams_jr._michael_ebyl,F,,Hometown,"High School (Club): Lake Grove, NY / Sachem North (SUSA)",SUNY Delhi,III,2024
10,Roberto Velasquez-Osorio,https://www.delhibroncos.com/sports/msoc/2024-25/bios/velasquez-osorio_roberto_179l,M,,Hometown,"High School (Club): Monticello, NY / Monticello HS",SUNY Delhi,III,2024
11,Matthew Pozo,https://www.delhibroncos.com/sports/msoc/2024-25/bios/pozo_matthew_4oix,F,,Hometown,"High School (Club): Yorktown Heights, NY / Yorktown (Somers FC)",SUNY Delhi,III,2024
12,Joseph Hayward,https://www.delhibroncos.com/sports/msoc/2024-25/bios/hayward_joseph_iq90,F,,Hometown,"High School (Club): Plainedge, NY / Plainedge High School (East Coast ECRL)",SUNY Delhi,III,2024
13,Matt Serrao,https://www.delhibroncos.com/sports/msoc/2024-25/bios/serrao_matt_7txd,D,,Hometown,"High School (Club): Franklin, NY / Franklin (Oneonta Soccer Club)",SUNY Delhi,III,2024
14,Cristóbal Garzón,https://www.delhibroncos.com/sports/msoc/2024-25/bios/garzon_cristobal_dx9f,M,,Hometown,"High School (Club): Santiago, Chile / Southeastern Community College",SUNY Delhi,III,2024
15,David Clapper,https://www.delhibroncos.com/sports/msoc/2024-25/bios/clapper_david_wyv0,M,,Hometown,"High School (Club): Otego, NY / Unatego Central School (Flash Binghamton/ Oneonta Travel Soccer Club)",SUNY Delhi,III,2024
16,Cristian Navarro,https://www.delhibroncos.com/sports/msoc/2024-25/bios/navarro_christian_y8to,M,,Hometown,"High School (Club): Staten Island, NY / Susan E Wagner (Cedar Stars Academy Staten Island)",SUNY Delhi,III,2024
17,Jared Daragjati,https://www.delhibroncos.com/sports/msoc/2024-25/bios/daragjati_jared_hr4p,M,,Hometown,"High School (Club): Staten Island, NY / Monsignor Farrell (Cedar Stars Academy Staten Island)",SUNY Delhi,III,2024
18,Erik Kleczkowski,https://www.delhibroncos.com/sports/msoc/2024-25/bios/kleczkowski_erik_3laj,M,,Hometown,"High School (Club): Staten Island, NY / Tottenville (Cedar Stars Staten Island)",SUNY Delhi,III,2024
19,Stephen Birmingham,https://www.delhibroncos.com/sports/msoc/2024-25/bios/birmingham_stephen_7wp2,D,,Hometown,"High School (Club): Ronkonkoma, NY / Sachem East High School (Stony Brook LGN Spurs White)",SUNY Delhi,III,2024
20,Riley Hegeman,https://www.delhibroncos.com/sports/msoc/2024-25/bios/hegeman_riley_16pm,D,,Hometown,"High School (Club): Shoreham, NY / Onteora High School (Steel United Hudson Valley)",SUNY Delhi,III,2024
21,Niko Anastos,https://www.delhibroncos.com/sports/msoc/2024-25/bios/anastos_niko_7gp1,D,,Hometown,"High School (Club): Endwell, NY / Maine-Endwell High School (Maine-Endwell Soccer Club)",SUNY Delhi,III,2024
23,Garrett Gill,https://www.delhibroncos.com/sports/msoc/2024-25/bios/gill_garrett_h1iv,D,,Hometown,"High School (Club): Florida, NY / S.S. Seward (Quickstrike FC)",SUNY Delhi,III,2024
24,Equan Patterson,https://www.delhibroncos.com/sports/msoc/2024-25/bios/patterson_equan_y2he,M,,Hometown,"High School (Club): Afton, NY / Afton Central School",SUNY Delhi,III,2024
25,Kian Flynn,https://www.delhibroncos.com/sports/msoc/2024-25/bios/flynn_kian_ljyz,M,,Hometown,"High School (Club): Waxhaw, NC / Cuthbertson High School (Charlotte Eagles Soccer Club)",SUNY Delhi,III,2024
28,Colin Zipp,https://www.delhibroncos.com/sports/msoc/2024-25/bios/zipp_colin_njeb,D,,Hometown,"High School (Club): Kingston, NY / Kingston (KASL Kingston Blaze)",SUNY Delhi,III,2024
29,Alexis Alavez,https://www.delhibroncos.com/sports/msoc/2024-25/bios/alvarez_alexis_kzgz,D,,Hometown,"High School (Club): Brooklyn, NY / Leon M Goldstein Highschool (FA Euro NY)",SUNY Delhi,III,2024
30,Taras Kosciolek,https://www.delhibroncos.com/sports/msoc/2024-25/bios/kosciolek_taras_nx9l,M,,Hometown,"High School (Club): Middletown, NY / Minisink Valley High School (Cedar Stars Hudson Valley)",SUNY Delhi,III,2024
32,Joseph Musso,https://www.delhibroncos.com/sports/msoc/2024-25/bios/musso_joseph_xvqd,GK,,Hometown,"High School (Club): Staten Island, NY / Monsignor Farrell (FA Euro NY)",SUNY Delhi,III,2024
1,Sondre Liahagen Kolnes,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/kolnes_sondre_liahagen_zx2n,GK,So.,,,Tusculum,II,2024
2,Asbjorn Saevik,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/saevik_asbjorn_oj7d,D,Jr.,,,Tusculum,II,2024
3,Linus Salomonsen,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/salomonsen_linus_ctfb,D,Jr.,,,Tusculum,II,2024
4,Conor O'Brien,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/o-brien_conor_3kc5,D,Jr.,,,Tusculum,II,2024
5,Federico Belintende,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/belintende_federico_sxls,D,Sr.,,,Tusculum,II,2024
6,Mo Bouta,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/bouta_mo_eof5,M,Sr.,,,Tusculum,II,2024
7,Clarenns Sainrimat,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/sainrimat_clarenns_sf7x,F,Fr.,,,Tusculum,II,2024
8,Djibril Diop,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/diop_djibril_qbzl,D,Fr.,,,Tusculum,II,2024
10,Mason Clark,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/clark_mason_2lav,M,Fr.,,,Tusculum,II,2024
11,Gui Busato,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/busato_gui_tt7f,M,Sr.,,,Tusculum,II,2024
